travel sustainable,travel sustainable_2,star rating,quality rating,preferred badge,review score,overall review,reviews count,property name,location,price,distance from centre,room type recommendation
N/A,N/A,N/A,3 out of 5,N/A,6.8,Review score,240,The Platinum KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 186,0.6 km from centre,Studio Apartment
N/A,N/A,3 out of 5,N/A,This is a Preferred Partner property,7.0,Good,220,M Design Hotel @ Pandan Indah,"Ampang, Kuala Lumpur",MYR 87,5.8 km from centre,Superior Double Room
N/A,N/A,3 out of 5,N/A,This is a Preferred Partner property,8.1,Very good,422,Prescott Hotel Kuala Lumpur Medan Tuanku,"Chow Kit, Kuala Lumpur",MYR 230,1.3 km from centre,Superior Twin Room
N/A,N/A,N/A,4 out of 5,N/A,10,Exceptional,1,The Robertson @ 118 Tower Super View,"Bukit Bintang, Kuala Lumpur",MYR 170,1.1 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,10,Exceptional,4,7PAX Kepong Nearby DesaPark Publika MontKiara 500Mbps,Kuala Lumpur,MYR 215,7.3 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 2,N/A,5 out of 5,N/A,This is a Preferred Partner property,8.0,Very good,"2,331",Pullman Kuala Lumpur Bangsar,"Mid Valley, Kuala Lumpur",MYR 347,6.4 km from centre,Deluxe King Room
N/A,N/A,N/A,2 out of 5,N/A,6.2,Review score,16,Regalia residents kl,"Chow Kit, Kuala Lumpur",MYR 135,2.1 km from centre,Superior Studio
N/A,N/A,3 out of 5,N/A,N/A,6.9,Review score,152,Floresta Hotel Chinatown,Kuala Lumpur,MYR 87,1.5 km from centre,Superior Queen Room
Travel Sustainable Level 2,N/A,N/A,4 out of 5,N/A,8.2,Very good,625,Legasi Kampung Baru Guesthouse,Kuala Lumpur,MYR 194,0.9 km from centre,Studio Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,9.1,Superb,395,"Central Residence Homestay2 @ Sungai Besi, Kuala Lumpur",Kuala Lumpur,MYR 162,8 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,M Vertica by ICRE,"Pudu, Kuala Lumpur",MYR 347,4.4 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 2,N/A,2 out of 5,N/A,N/A,8.5,Very good,212,SCC Hotel Chinatown,Kuala Lumpur,MYR 79,1.6 km from centre,Superior Queen Room
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Modern Apartment near KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 154,0.6 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,N/A,9.5,Exceptional,2,Neu Suites @ 3rdNvenue,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 192,3.4 km from centre,Two-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,6.9,Review score,13,33 Star Hotel by The Awinka Group Of Management,"Bukit Bintang, Kuala Lumpur",MYR 80,0.8 km from centre,Superior Queen Room
N/A,N/A,N/A,3 out of 5,N/A,7.1,Good,456,Eko Cheras Premium Suite,Kuala Lumpur,MYR 140,7.6 km from centre,Duplex Apartment
N/A,N/A,3 out of 5,N/A,N/A,5.8,Review score,230,Cairnhill Hotel Kuala Lumpur,Kuala Lumpur,MYR 126,4.4 km from centre,Superior Double Room
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Continew Suites BY Houzs,"Pudu, Kuala Lumpur",MYR 220,2.5 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.5,Very good,105,Tropicana Residence Klcc @ Roof Top Swimming Pool,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 314,0.5 km from centre,Suite with City View
N/A,N/A,3 out of 5,N/A,This is a Preferred Partner property,7.0,Good,629,One Bukit Ceylon by Homes Asian,"Bukit Bintang, Kuala Lumpur",MYR 150,0.6 km from centre,Studio Apartment
N/A,N/A,3 out of 5,N/A,N/A,6.8,Review score,309,Crossroads Hotel,"Chow Kit, Kuala Lumpur",MYR 126,1.8 km from centre,Standard Double or Twin Room
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tropicana Awesome suites klcc,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 382,0.5 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,N/A,6.5,Review score,361,V Hotel Kuala Lumpur,Kuala Lumpur,MYR 105,9.1 km from centre,Superior Double Room
N/A,N/A,3 out of 5,N/A,N/A,6.9,Review score,66,Aster+ Hotel Bukit Jalil,Kuala Lumpur,MYR 114,11 km from centre,Standard Double or Twin Room
N/A,N/A,4 out of 5,N/A,This is a Preferred Plus property,7.9,Good,405,EST Bangsar KL Sentral by Greater Stay,"Brickfields, Kuala Lumpur",MYR 174,4.2 km from centre,Queen Suite
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MUJI Home KL,Kuala Lumpur,MYR 148,9.3 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2ROOM/5pax/Aurora/Bukit Jalil/Pavilion2/,Kuala Lumpur,MYR 515,12 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,N/A,N/A,7.2,Good,341,The Manor by Mingle,"Bukit Bintang, Kuala Lumpur",MYR 52,1.1 km from centre,Standard Twin Room
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,AnyLodge 23 @ Kuala Lumpur,"Mid Valley, Kuala Lumpur",MYR 191,6 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 3,N/A,5 out of 5,N/A,N/A,8.6,Fabulous,"1,974",Sofitel Kuala Lumpur Damansara,Kuala Lumpur,MYR 550,5.1 km from centre,Luxury King Room
N/A,N/A,2 out of 5,N/A,N/A,6.7,Review score,78,OYO 90572 J Hotel Masjid India,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 118,1.1 km from centre,Deluxe Double Room
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,On the Go Vacations@Platinum Suites Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 420,0.6 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,9.0,Superb,1,City View homestay,"Bukit Bintang, Kuala Lumpur",MYR 167,0.6 km from centre,Studio with Balcony
N/A,N/A,3 out of 5,N/A,N/A,7.1,Good,468,Frenz Hotel Kuala Lumpur,"Golden Triangle, Kuala Lumpur",MYR 114,1.2 km from centre,Superior Double Room No Window
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Aurora 3Pax Studio @Pavilion 2 @Bukit Jalil,Kuala Lumpur,MYR 332,12 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,3 out of 5,N/A,N/A,N/A,N/A,N/A,Avaria Hotel KL,"Bukit Bintang, Kuala Lumpur",MYR 78,1.1 km from centre,Standard Twin Room
N/A,N/A,N/A,3 out of 5,N/A,7.0,Good,90,Rasa Sayang Homestay at Bukit Jalil Pavilion,Kuala Lumpur,MYR 400,11.2 km from centre,Queen Studio
N/A,N/A,N/A,3 out of 5,N/A,7.2,Good,115,Dolphin Platinum KLCC Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 286,0.7 km from centre,One-Bedroom Suite
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.3,Very good,"2,194",Oasia Suites Kuala Lumpur by Far East Hospitality,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 214,300 m from centre,Superior King Room
Travel Sustainable Level 1,N/A,N/A,3 out of 5,N/A,7.6,Good,17,Regalia Suites Homestay By The Relax Stay Kuala Lumpur,"Chow Kit, Kuala Lumpur",MYR 150,2 km from centre,Studio Apartment
N/A,N/A,N/A,3 out of 5,N/A,8.7,Fabulous,15,A05 Bukit Ceylon KL Tower View Balcony Apartment,"Bukit Bintang, Kuala Lumpur",MYR 166,0.6 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,N/A,6.6,Review score,25,Regalia Suites @KL,"Chow Kit, Kuala Lumpur",MYR 130,2 km from centre,Studio Apartment
N/A,N/A,N/A,3 out of 5,N/A,7.2,Good,115,Dolphin Platinum KLCC Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 286,0.7 km from centre,One-Bedroom Suite
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Plus property,8.8,Fabulous,348,ASTRA @ Suite Platinum 2 KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 647,0.6 km from centre,One-Bedroom Suite
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RAINTREE SUITE AT BERJAYA TIMES SQUARE,"Bukit Bintang, Kuala Lumpur",MYR 250,1.4 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.3,Very good,"2,194",Oasia Suites Kuala Lumpur by Far East Hospitality,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 214,300 m from centre,Superior King Room
N/A,N/A,N/A,3 out of 5,N/A,9.8,Exceptional,5,Sky Suites KLCC by KD Sky Home,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 348,100 m from centre,Two-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,8.0,Very good,8,Ceylonz Suites Bukit Bintang,"Bukit Bintang, Kuala Lumpur",MYR 184,0.9 km from centre,Deluxe Queen Studio
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neu Suites Studio Jalan Ampang KLCC Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 105,3.5 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.3,Superb,28,Luxury Suites at Eaton KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 539,1.4 km from centre,One-Bedroom Apartment
Travel Sustainable Level 1,N/A,3 out of 5,N/A,N/A,7.1,Good,788,One-Stop Residence & Hotel,"Pudu, Kuala Lumpur",MYR 115,2.8 km from centre,Deluxe One-Bedroom Studio
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,8.6,Fabulous,898,Scarletz Suites KLCC by Mana-Mana,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 224,1.1 km from centre,Coral Queen Studio
N/A,N/A,N/A,3 out of 5,N/A,9.3,Superb,3,2-Klcc TRX Merdeka 118 Best Pool View near PWTC HKL IJN,"Chow Kit, Kuala Lumpur",MYR 129,1.1 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,7.4,Good,7,Greystone Swiss Garden Residence,"Bukit Bintang, Kuala Lumpur",MYR 175,1.2 km from centre,Superior Suite
N/A,N/A,3 out of 5,N/A,N/A,6.7,Review score,946,Flora by Crossroads Hotel,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 103,0.7 km from centre,Standard Double Room
N/A,N/A,N/A,3 out of 5,N/A,N/A,N/A,N/A,Ekocheras Residence,Kuala Lumpur,MYR 174,7.4 km from centre,Family Room
N/A,N/A,N/A,3 out of 5,N/A,8.0,Very good,80,Expressionz by Plush,Kuala Lumpur,MYR 131,2 km from centre,Studio Apartment
N/A,N/A,N/A,4 out of 5,N/A,9.1,Superb,44,Infini Suites@ Scarletz Suites KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 230,1.2 km from centre,Studio
N/A,N/A,3 out of 5,N/A,N/A,5.9,Review score,318,Hotel Valenza,"Mid Valley, Kuala Lumpur",MYR 86,5.6 km from centre,Deluxe Twin No Window
N/A,N/A,2 out of 5,N/A,N/A,6.0,Review score,10,OYO 90106 Sindbad Hotel,"Bukit Bintang, Kuala Lumpur",MYR 84,1.4 km from centre,Standard Double Room
Travel Sustainable Level 1,N/A,4 out of 5,N/A,N/A,8.4,Very good,565,IDEAS Kuala Lumpur,"Chow Kit, Kuala Lumpur",MYR 415,1.6 km from centre,Executive Double or Twin (Exec Floor) : Access to Executive Lounge / Free Breakfast / Afternoon Tea / Complimentary Beverage / 1-hour Use of Meeting or Karaoke Room
N/A,N/A,N/A,N/A,N/A,4.2,Review score,5,Sun home by Parkview KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 126,250 m from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,6.5,Review score,2,2R2B-The Pano@Jalan Ipoh-1carpark,Kuala Lumpur,MYR 252,4.9 km from centre,Two-Bedroom Apartment
N/A,N/A,1 out of 5,N/A,N/A,6.7,Review score,142,Travel Hub Highstreet,Kuala Lumpur,MYR 75,1.8 km from centre,Superior Double Room
N/A,N/A,N/A,4 out of 5,N/A,6.5,Review score,2,2R2B-The Pano@Jalan Ipoh-1carpark,Kuala Lumpur,MYR 252,4.9 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 1,N/A,4 out of 5,N/A,N/A,8.4,Very good,565,IDEAS Kuala Lumpur,"Chow Kit, Kuala Lumpur",MYR 314,1.6 km from centre,Executive King Room
N/A,N/A,N/A,4 out of 5,N/A,9.1,Superb,44,Infini Suites@ Scarletz Suites KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 230,1.2 km from centre,Studio
N/A,N/A,N/A,N/A,This is a Preferred Partner property,7.3,Good,471,Pacific Express Hotel Chinatown,Kuala Lumpur,MYR 113,1.5 km from centre,Standard Double Room (No Window)
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.3,Superb,28,Luxury Suites at Eaton KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 539,1.4 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,4 out of 5,N/A,N/A,6.0,Review score,763,Upper View Regalia Hotel Kuala Lumpur,"Chow Kit, Kuala Lumpur",MYR 124,2 km from centre,Superior Room (no window)
N/A,N/A,1 out of 5,N/A,N/A,6.3,Review score,157,Seeds Hotel PV128 Setapak,Kuala Lumpur,MYR 115,4.5 km from centre,Double Room
Travel Sustainable Level 3,N/A,5 out of 5,N/A,This is a Preferred Partner property,8.8,Fabulous,"1,009",Ascott Sentral Kuala Lumpur,"Brickfields, Kuala Lumpur",MYR 345,3.6 km from centre,Studio Premier
N/A,N/A,N/A,N/A,N/A,1.0,Review score,1,Bukit jalil Stadium & Axata Arena with Juccuzi,Kuala Lumpur,MYR 393,11.6 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.3,Very good,"1,833",Oakwood Hotel and Residence Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 235,2.5 km from centre,Deluxe Twin Room
Travel Sustainable Level 2,N/A,5 out of 5,N/A,This is a Preferred Plus property,9.4,Superb,357,Star Sky Park KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 566,0.9 km from centre,One-Bedroom Suite
Travel Sustainable Level 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The Luxe Peacock Suites,"Chow Kit, Kuala Lumpur",MYR 639,1.2 km from centre,Penthouse Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.2,Very good,903,188 Suites KLCC by CoBNB,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 181,0.6 km from centre,Studio Apartment
N/A,N/A,N/A,3 out of 5,N/A,10,Exceptional,1,Pavilion Bukit Jalil,Kuala Lumpur,MYR 196,12 km from centre,Studio Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pool Heaven next to MRT & Velocity Mall,"Pudu, Kuala Lumpur",MYR 226,3.7 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 2,N/A,3 out of 5,N/A,N/A,6.7,Review score,52,Hotel Mount Midaris KL,"Pudu, Kuala Lumpur",MYR 99,2.5 km from centre,Standard Double or Twin Room
N/A,N/A,N/A,3 out of 5,N/A,7.7,Good,148,Arte Plus Kuala Lumpur,"Ampang, Kuala Lumpur",MYR 143,4.5 km from centre,Studio Apartment
N/A,N/A,N/A,3 out of 5,N/A,8.1,Very good,57,Greystone Scarletz Suites,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 194,1.2 km from centre,Deluxe Junior Suite
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,8.4,Very good,177,Astoria Ampang By Grabstay,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 163,4.5 km from centre,Studio Apartment
N/A,N/A,4 out of 5,N/A,N/A,8.2,Very good,609,Vortex KLCC Suites by Homestay,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 299,150 m from centre,Two-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,Lovely 2 bedroom w Pool for 6 pax - Chan Sow Lin,"Pudu, Kuala Lumpur",MYR 238,3.1 km from centre,Three-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,9.0,Superb,1,Soho Suites KLCC by LUNA,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 405,250 m from centre,Three-Bedroom Apartment
N/A,N/A,N/A,N/A,This is a Preferred Partner property,8.5,Very good,137,Mercu Summer Suites Bernice KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 184,0.6 km from centre,Standard Studio
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,7.8,Good,4,Tropicana KLCC By ARMAN,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 348,0.5 km from centre,Deluxe Suite
N/A,N/A,N/A,N/A,N/A,6.1,Review score,37,Ipoh Road Hotel,Kuala Lumpur,MYR 70,4.3 km from centre,Budget Double Room with Shared Bathroom
N/A,N/A,N/A,N/A,This is a Preferred Partner property,7.3,Good,471,Pacific Express Hotel Chinatown,Kuala Lumpur,MYR 113,1.5 km from centre,Standard Double Room (No Window)
N/A,N/A,N/A,4 out of 5,N/A,8.8,Fabulous,39,Star Residences KLCC by Loop Suites,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 230,1 km from centre,One-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,5.0,Review score,146,OYO 90345 Tm Hotel,Kuala Lumpur,MYR 96,7.9 km from centre,Standard Double Room
Travel Sustainable Level 1,N/A,3 out of 5,N/A,N/A,6.9,Review score,788,Hotel Sentral Pudu @ City Centre / Bukit Bintang,"Bukit Bintang, Kuala Lumpur",MYR 135,1.7 km from centre,Standard Double Room
N/A,N/A,N/A,4 out of 5,N/A,8.0,Very good,1,Chambers Residence by Grand Royal Suites,"Chow Kit, Kuala Lumpur",MYR 130,2 km from centre,One-Bedroom Apartment
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.4,Very good,159,Domitys Bangsar Kuala Lumpur,Kuala Lumpur,MYR 340,5.4 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,8.5,Very good,6,"Stylish & Cozy 2BR Apt at Arte Plus, FREE Parking","Ampang, Kuala Lumpur",MYR 246,4.5 km from centre,Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.1,Very good,89,Luxe Suites at Platinum KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 536,0.7 km from centre,One-Bedroom Apartment
Travel Sustainable Level 3,N/A,4 out of 5,N/A,N/A,7.6,Good,222,"The Colony & Luxe, KLCC by Canopy Lives, Five Senses","Chow Kit, Kuala Lumpur",MYR 166,1.1 km from centre,Studio Suites
Travel Sustainable Level 2,N/A,4 out of 5,N/A,N/A,7.9,Good,132,Vortex suites klcc by RR,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 449,300 m from centre,Three-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Plus property,8.8,Fabulous,348,ASTRA @ Suite Platinum 2 KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 647,0.6 km from centre,One-Bedroom Suite
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,8.9,Fabulous,33,Platinum Home Stay KLCC,Kuala Lumpur,MYR 359,0.8 km from centre,Deluxe Studio
N/A,N/A,N/A,4 out of 5,N/A,7.5,Good,15,Studio Suites near KLCC for 3~4 pax,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 150,250 m from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,26 Bukit Ceylon Apt 3 Room for 10 Pax,"Bukit Bintang, Kuala Lumpur",MYR 288,0.9 km from centre,Apartment
Travel Sustainable Level 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ARBA HOMESTAY SERVICE BEHIND TIMES SQUARE,"Bukit Bintang, Kuala Lumpur",MYR 180,1.5 km from centre,Double or Twin Room
Travel Sustainable Level 1,N/A,4 out of 5,N/A,N/A,7.4,Good,"1,137",KIP Hotel,Kuala Lumpur,MYR 147,9.1 km from centre,Deluxe Double or Twin Room
N/A,N/A,N/A,4 out of 5,N/A,8.2,Very good,61,Scarletz Suites near KLCC by YourSuperhost,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 228,1.2 km from centre,Deluxe Queen Suite
N/A,N/A,3 out of 5,N/A,This is a Preferred Partner property,7.0,Good,629,One Bukit Ceylon by Homes Asian,"Bukit Bintang, Kuala Lumpur",MYR 150,0.6 km from centre,Standard Apartment
N/A,N/A,N/A,4 out of 5,N/A,10,Exceptional,1,Chambers Kuala Lumpur,"Chow Kit, Kuala Lumpur",MYR 227,2 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.0,Very good,136,The Signature Serviced Suites Kuala Lumpur,"Mont Kiara, Kuala Lumpur",MYR 169,6.3 km from centre,One-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,5.7,Review score,93,OYO 321 Hotel D'Elegant,"Bukit Bintang, Kuala Lumpur",MYR 113,1 km from centre,Standard Double Room
N/A,N/A,2 out of 5,N/A,N/A,4.8,Review score,89,OYO 552 Hotel Kl Centre Point,Kuala Lumpur,MYR 106,1.7 km from centre,Standard Double Room
N/A,N/A,3 out of 5,N/A,N/A,6.9,Review score,85,Bunk & Bilik Hotel Sri Petaling,Kuala Lumpur,MYR 113,9.6 km from centre,Superior Queen Room without Window
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,Lucentia Residence Bukit Bintang,"Bukit Bintang, Kuala Lumpur",MYR 499,1.7 km from centre,Superior Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sky Suites KLCC By Welt,Kuala Lumpur,MYR 419,350 m from centre,Two-Bedroom Apartment
N/A,N/A,1 out of 5,N/A,N/A,5.1,Review score,262,Time Hotel,"Mid Valley, Kuala Lumpur",MYR 60,7.3 km from centre,Superior Queen Room
N/A,N/A,N/A,3 out of 5,N/A,7.0,Good,4,Citizen 1,Kuala Lumpur,MYR 175,9.5 km from centre,Apartment
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,"EkoCheras Loft 5 pax, #Snooker #AboveMall #Balcony #FreeCarPark",Kuala Lumpur,MYR 199,5.8 km from centre,Loft
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,"4pax Arcoris Mont Kiara - near 163 mall, Publika","Mont Kiara, Kuala Lumpur",MYR 253,6.4 km from centre,One-Bedroom Apartment
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Plus property,7.8,Good,746,Vortex Suites KLCC by Luna,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 295,100 m from centre,Deluxe Two-Bedroom Suite (High Floor)
N/A,N/A,4 out of 5,N/A,N/A,8.1,Very good,"3,682",Tamu Hotel & Suites Kuala Lumpur,"Chow Kit, Kuala Lumpur",MYR 243,1.2 km from centre,Standard Double Room
N/A,N/A,1 out of 5,N/A,N/A,6.3,Review score,91,1 Hotel Taman Connaught,Kuala Lumpur,MYR 118,8.6 km from centre,Deluxe Queen Room without Window
N/A,N/A,N/A,4 out of 5,N/A,4.0,Review score,1,Vortex Suites KLCC by Ayue,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 384,100 m from centre,Three-Bedroom Apartment
Travel Sustainable Level 1,N/A,5 out of 5,N/A,This is a Preferred Partner property,8.5,Very good,219,Villa Samadhi by Samadhi - Adults Only,"Kuala Lumpur City-Centre, Kuala Lumpur","MYR 1,152",2.1 km from centre,Luxe Crib Double Room
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,9.5,Exceptional,2,Midvalley Luxury Maxine Suite,Kuala Lumpur,MYR 260,9.3 km from centre,Deluxe Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Plus property,8.3,Very good,75,Yemala Suites @ Platinum KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 551,250 m from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,This is a Preferred Partner property,7.3,Good,536,SEASON POINT HOTEL,Kuala Lumpur,MYR 124,1.5 km from centre,Standard Double Room
N/A,N/A,3 out of 5,N/A,N/A,8.0,Very good,"1,045",Crown Regency Serviced Suites,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 213,100 m from centre,Premier Junior (Standard Room)
N/A,N/A,N/A,3 out of 5,N/A,6.0,Review score,133,Regalia Suites & Residences KLCC Infinity Pool by 109 Global Host,"Chow Kit, Kuala Lumpur",MYR 150,2 km from centre,Studio Apartment
N/A,N/A,2 out of 5,N/A,N/A,7.3,Good,93,Cozy Hotel@ KL Sentral,"Brickfields, Kuala Lumpur",MYR 148,3.4 km from centre,Deluxe Queen Room
N/A,N/A,2 out of 5,N/A,N/A,7.7,Good,421,Kepong Hotel,Kuala Lumpur,MYR 88,8.6 km from centre,Standard Double Room
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.3,Very good,160,Dorsett Bukit Bintang Residence by De Space,"Bukit Bintang, Kuala Lumpur",MYR 297,1.2 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KLCC/Pavilion Avatar Theme 5BR,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 437,1.1 km from centre,Apartment
Travel Sustainable Level 2,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.9,Good,779,Platinum Serviced Suite Klcc,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 305,0.6 km from centre,Superior Suite
N/A,N/A,1 out of 5,N/A,This is a Preferred Partner property,7.0,Good,326,The Explorers Guesthouse and Hostel,Kuala Lumpur,MYR 81,1.6 km from centre,Standard Twin Room
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,Scarlet suites 424 by pasira home,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 194,1.2 km from centre,Deluxe Double Studio
N/A,N/A,N/A,3 out of 5,N/A,8.1,Very good,135,KL Sentral Serviced Apartment - The Establishment KL Sentral by Loop Suites,"Brickfields, Kuala Lumpur",MYR 213,4.2 km from centre,Studio with Balcony
N/A,N/A,N/A,N/A,N/A,1.0,Review score,1,Arte Plus Ampang Homestay By The Relax Stay Kuala Lumpur,"Ampang, Kuala Lumpur",MYR 131,4.5 km from centre,Studio Apartment
N/A,N/A,2 out of 5,N/A,N/A,6.6,Review score,73,Smile Hotel Cheras Pudu KL,"Pudu, Kuala Lumpur",MYR 106,3.1 km from centre,Standard Double Room
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,9.1,Superb,524,SETAPAK CENTRAL KL-zeta suite by ALOHA,Kuala Lumpur,MYR 247,5.9 km from centre,Standard Studio
